11	144.372637
12	144.3611844
13	144.783248
14	146.1638397
15	146.1630358
16	146.1635315
17	146.9953168
18	146.9930358
19	146.9946957
20	146.9509708
21	146.9508449
22	146.9516093
23	147.8087746
24	147.8071258
25	147.8081795
26	147.8068552
27	147.8081766
28	147.6583049
29	147.6564183
30	147.6579519
31	147.9208507
32	147.9210503
33	147.9218654
34	147.9208083
35	148.0484004
36	148.0485127
37	148.0491344
38	149.1198519
39	149.1186878
40	149.1195071
41	149.7872685
42	149.7867183
43	149.787256
44	149.7758603
45	149.7742284
46	149.7750285
47	149.6052566
48	149.6047979
49	149.6045554
50	149.6042795
51	148.8755314
52	148.8753231
53	148.8753964
54	148.8756144
55	153.9305777
56	153.9296779
57	153.9307272
58	144.5032899
59	144.5030691
60	144.5035802
61	144.5026128
62	153.5658102
63	153.5664005
64	153.5671412
65	150.5846894
66	150.5842877
67	150.5855459
68	150.5842819
69	150.0787032
70	150.0788127
71	150.0793798
72	150.0788961
73	150.1051365
74	150.1051789
75	150.1059915
76	147.5022184
77	147.5007653
78	147.5024913
79	149.6836989
80	149.6816999
81	149.6834052
82	149.5761449
83	149.5751191
84	149.5757687
85	150.5266922
86	150.5243248
87	150.5255175
88	150.1920086
89	150.1911844
90	150.192363
91	150.1896224
92	150.6585098
93	150.6584823
94	150.6589024
95	150.6586169
96	151.0536844
97	151.0517921
98	151.0529157
99	150.4157354
100	150.4154143
101	150.4159872
102	150.2686516
103	150.2668924
104	150.2683676
105	148.4459698
106	148.4451124
107	148.4461179
108	148.444933
109	148.4462809
110	149.5843977
111	149.5830628
112	149.5848712
113	149.8592626
114	149.8588696
115	149.8601693
116	149.8587109
117	149.8601726
118	150.0754012
119	150.0745867
120	151.2057571
121	151.2055893
122	150.6847661
123	150.6845824
124	150.6853598
125	150.6844141
126	151.0389212
127	151.0371938
128	151.0383763
129	150.547133
130	150.5475294
131	150.5477209
132	150.5474455
133	150.6748307
134	150.6742525
135	150.675081
136	150.951522
137	150.9522193
138	150.9521894
139	150.9520317
140	150.2098886
141	150.2089067
142	150.2096971
143	150.2087645
144	150.7932282
145	150.793219
146	150.7941749
147	150.9542279
148	150.95462
149	150.9550555
150	150.9544136
151	150.9545298
152	151.1905059
153	151.1905054
154	151.4465943
155	151.4454707
156	151.4469309
157	151.445462
158	151.1843789
159	151.1820592
160	151.5596513
161	151.5589188
162	151.5596513
163	151.5588064
164	151.6431588
165	151.6436613
166	151.6436145
167	150.8108213
168	150.8104726
169	150.8121976
170	150.8107412
171	151.6288026
172	151.6269994
173	151.6279986
174	152.0993711
175	152.0985296
176	152.0998896
177	152.0986425
178	152.1532779
179	152.1530985
180	152.3153501
181	152.3138426
182	152.3135455
183	152.3143138
184	152.3134023
185	152.3658439
186	152.3653839
187	152.3660793
188	152.3650878
189	151.2367535
190	151.2365958
191	151.2371253
192	151.3914111
193	151.391249
194	151.3918311
195	151.3910065
196	151.36212
197	151.3612838
198	152.3226813
199	152.3223409
200	152.3225796
201	152.0492453
202	152.0475916
203	152.0494305
204	152.0474344
205	151.3789636
206	151.3779938
207	151.379566
208	152.1605314
209	152.1587669
210	152.1603029
211	152.9180792
212	152.9179186
213	152.9189173
214	152.9175588
215	154.4905223
216	154.4895626
217	154.4907427
218	156.0009582
219	156.0015664
220	156.0023052
221	156.0014988
222	157.275436
223	157.2733608
224	157.2742188
225	157.2732976
226	158.834307
227	158.8331491
228	158.8336415
229	158.8330565
230	159.1660759
231	159.1657263
232	159.1662322
233	158.5225752
234	151.6218157
235	151.6214607
236	151.9247261
237	151.923235
238	151.9252344
239	151.3379138
240	151.3376731
241	151.3368383
242	151.9018673
243	151.9012963
244	151.902379
245	150.3029167
246	150.3028212
247	150.3039979
248	150.3029504
249	150.3040746
250	151.7487187
251	151.7492414
252	151.7493625
253	151.7488272
254	152.293912
255	152.6186863
256	152.6181771
257	152.6185624
258	152.6177638
259	151.7669382
260	151.767418
261	151.7669772
262	151.7668972
263	151.5993475
264	151.5988633
265	151.5998438
266	151.5987047
267	151.5998293
268	151.5855396
269	151.5850285
270	151.5855015
271	150.8770505
272	150.8758724
273	150.8770708
274	152.2900333
275	152.2906862
276	152.2921306
277	152.4491416
278	152.4473192
279	152.4494748
280	152.2915495
281	152.2898978
282	152.291332
283	152.7808078
284	152.7807026
285	152.7816406
286	152.9627127
287	152.9612717
288	152.9621465
289	152.9614096
290	152.8690461
291	152.8690842
292	152.8696258
293	152.0374267
294	152.0358271
295	152.0371943
296	152.0360055
297	152.8119063
298	152.8105883
299	152.8116073
300	152.8106718
301	153.3183189
302	153.316726
303	153.3181115
304	153.6424981
305	153.6416517
306	153.6428713
307	153.6417843
308	154.085884
309	154.0844715
310	154.085028
311	153.4108256
312	153.4103178
313	153.4112857
314	153.4099035
315	154.33318
316	154.3320583
317	154.3335802
318	154.3332205
319	154.3323351
320	154.3329741
321	155.4312987
322	155.4296494
323	155.4312915
324	155.0867052
325	155.0863474
326	155.0864106
327	155.5640606
328	155.5629847
329	155.5646103
330	155.5627758
331	155.1193899
332	155.1176726
333	155.1195476
334	157.0170665
335	157.0155835
336	157.0164955
337	157.0158936
338	157.2543605
339	157.2558377
340	157.2565765
341	155.7557161
342	155.7544126
343	155.7560788
344	155.7544589
345	155.9094551
346	155.9080855
347	155.9092057
348	155.9083372
349	157.0596494
350	157.0601587
351	157.0609312
352	155.07523
353	155.0746711
354	155.0755285
355	155.0748442
356	154.9031279
357	154.9018359
358	154.9031057
359	154.9020833
360	154.9204871
361	155.8079933
362	155.8063614
363	155.8081689
364	155.8064116
365	155.760026
366	155.759186
367	155.7601857
368	154.970053
369	154.968084
370	154.9695655
371	154.9682639
372	154.7736825
373	154.7722946
374	154.7737785
375	154.2322931
376	154.2324431
377	154.2330261
378	154.2323992
379	154.4165852
380	154.4150395
381	154.4168649
382	154.414906
383	154.7518769
384	154.750952
385	155.7730025
386	155.7727792
387	155.7746373
388	155.7729794
389	155.7744999
390	155.7728651
391	153.9909616
392	153.9906617
393	153.9922541
394	154.776032
395	154.7765504
396	154.7768311
397	153.4352546
398	153.4338913
399	153.4349624
400	161.9437384
401	155.3533758
402	155.3548442
403	162.8079075
404	162.8073992
405	162.8080556
406	162.1507576
407	162.1512823
408	162.1520361
409	162.1510311
410	161.7091488
411	161.7091025
412	161.7098732
413	158.6815461
414	158.6811757
415	158.6821277
416	158.4911106
417	158.4909028
418	158.4910692
419	158.4906216
420	157.8089472
421	157.8082962
422	157.8090471
423	157.8094946
424	159.1632808
425	159.1616633
426	158.4319502
427	158.4300559
428	158.431142
429	158.4298606
430	158.4311473
431	157.3313069
432	157.3311328
433	157.3316175
434	157.3310094
435	156.4916522
436	156.4899961
437	156.4918818
438	155.5506824
439	155.5502025
440	155.5511863
441	155.6356896
442	155.6344777
443	155.6991623
444	155.6979384
445	155.6990138
446	155.6981096
447	155.6128733
448	155.6122854
449	155.6131838
450	155.4197024
451	155.4173992
452	155.4163108
453	155.4175762
454	155.9352368
455	155.9333603
456	155.9353202
457	155.9334616
458	156.9626673
459	156.9617183
460	156.9627566
461	157.3342949
462	157.3337765
463	157.3341546
464	157.2240688
465	157.2239386
466	157.2242216
467	158.0251548
468	158.0257745
469	158.0255527
470	158.0254986
471	158.0255401
472	157.6499547
473	157.6485749
474	157.6497536
475	157.6484105
476	157.6193326
477	157.6194806
478	157.619933
479	156.1207972
480	156.119661
481	156.1188595
482	157.5745616
483	157.5731129
484	157.5747005
485	158.3656901
486	158.3658377
487	158.3665895
488	157.415883
489	157.4159795
490	157.4162992
491	157.5953337
492	157.5952889
493	157.5961695
494	157.5952098
495	156.1901659
496	156.1903149
497	156.1909327
498	156.1904263
499	157.8588696
500	157.858641
501	157.816482
502	157.8155773
503	157.8162789
504	157.8156096
505	157.8163194
506	157.5229239
507	157.5227035
508	157.2487273
509	157.2476051
510	157.2488204
511	157.2470014
512	157.2465379
513	157.8155792
514	157.814022
515	157.8149817
516	157.8139569
517	157.6924281
518	157.6920033
519	157.6925318
520	159.0340562
521	159.0325579
522	159.0339434
523	158.0529948
524	158.0516657
